college_name,address,year,organization_type,size,area,graduation_rate,financial_aid,sat_score
Spokane Falls Community College,"Spokane, WA",4-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Mount San Jacinto College,"San Jacinto, CA",2-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Vernon College,"Vernon, TX",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
United States Coast Guard Academy,"New London, CT",4-year,Public,Small,Suburban 87% graduation rate Average annual cost after aid not available 1250-1390,Suburban 87% graduation rate Average annual cost after aid not available 1250-1390,Unknown,Suburban 87% graduation rate Average annual cost after aid not available 1250-1390
Arkansas Baptist College,"Little Rock, AR",4-year,Private,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
St. Clair County Community College,"Port Huron, MI",2-year,Public,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Neo Esthetique European Institute,"San Juan, PR",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Sacramento City College,"Sacramento, CA",2-year,Public,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Yavapai College,"Prescott, AZ",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
St. Philip's College,"San Antonio, TX",2-year,Public,Medium,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Elizabethtown Community and Technical College,"Elizabethtown, KY",2-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
University Of Arkansas Hope Texarkana,"Hope, AR",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Technical College of the Lowcountry,"Beaufort, SC",2-year,Public,Small,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Porterville College,"Porterville, CA",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Mt. Hood Community College,"Gresham, OR",2-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Durham Technical Community College,"Durham, NC",2-year,Public,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Beaufort County Community College,"Washington, NC",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Hartnell College,"Salinas, CA",2-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Holmes Community College,"Goodman, MS",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
MiraCosta College - Oceanside Campus,"Oceanside, CA",2-year,Public,Large,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Pitt Community College,"Winterville, NC",2-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
New Dimensions School Of Hair Design,"Joplin, MO",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Eastern Oklahoma State College,"Wilburton, OK",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
College of Southern Idaho,"Twin Falls, ID",2-year,Public,Medium,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Lake-Sumter State College,"Leesburg, FL",4-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Alvin Community College,"Alvin, TX",2-year,Public,Medium,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Williamsburg Technical College,"Kingstree, SC",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
State Technical College of Missouri,"Linn, MO",2-year,Public,Small,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Cuyamaca College,"El Cajon, CA",2-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Diablo Valley College,"Pleasant Hill, CA",2-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Savannah Technical College,"Savannah, GA",2-year,Public,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Cowley County Community College,"Arkansas City, KS",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Bevill State Community College,"Jasper, AL",2-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
East Central College,"Union, MO",2-year,Public,Small,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Another Level Barbering And Cosmetology School,"Petersburg, VA",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Western Iowa Tech Community College,"Sioux City, IA",2-year,Public,Small,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Los Medanos College,"Pittsburg, CA",2-year,Public,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Cox College,"Springfield, MO",4-year,Private,Unknown,Urban 100% graduation rate Average annual cost after aid not available SAT score range not available,Urban 100% graduation rate Average annual cost after aid not available SAT score range not available,Unknown,Unknown
Peninsula College,"Port Angeles, WA",4-year,Public,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $7K average per year after aid SAT score range not available,Unknown
Rappahannock Community College,"Saluda, VA",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Hagerstown Community College,"Hagerstown, MD",2-year,Public,Small,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Marshalltown Community College,"Marshalltown, IA",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Winston Salem Barber School,"Winston Salem, NC",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Bates Technical College,"Tacoma, WA",2-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Jefferson Community and Technical College,"Louisville, KY",2-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Miles College,"Fairfield, AL",4-year,Private,Unknown,Urban 26% graduation rate $13K average per year after aid SAT score range not available,Urban 26% graduation rate $13K average per year after aid SAT score range not available,Urban 26% graduation rate $13K average per year after aid SAT score range not available,Unknown
Northwest Mississippi Community College,"Senatobia, MS",2-year,Public,Medium,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Kankakee Community College,"Kankakee, IL",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Evans Hairstyling College St George,"St George, UT",Unknown,Unknown,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
South College,"Knoxville, TN",4-year,Private,Unknown,Urban 33% graduation rate $15K average per year after aid SAT score range not available,Urban 33% graduation rate $15K average per year after aid SAT score range not available,Urban 33% graduation rate $15K average per year after aid SAT score range not available,Unknown
United States Air Force Academy,"USAF Academy, CO",4-year,Public,Medium,Suburban 100% graduation rate Average annual cost after aid not available 1240-1430,Suburban 100% graduation rate Average annual cost after aid not available 1240-1430,Unknown,Suburban 100% graduation rate Average annual cost after aid not available 1240-1430
Carl Albert State College,"Poteau, OK",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Zane State College,"Zanesville, OH",4-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Solano Community College,"Fairfield, CA",4-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Montgomery County Community College,"Blue Bell, PA",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Montcalm Community College,"Sidney, MI",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
College Of The Redwoods,"Eureka, CA",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Saint Louis Community College Corporate College,"Bridgeton, MO",Unknown,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Owensboro Community and Technical College,"Owensboro, KY",2-year,Public,Small,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Hopkinsville Community College,"Hopkinsville, KY",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Mayland Community College,"Spruce Pine, NC",2-year,Public,Small,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Kilgore College,"Kilgore, TX",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Brunswick Community College,"Bolivia, NC",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Central Alabama Community College,"Alexander City, AL",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
University Of Hawaii Honolulu Community College,"Honolulu, HI",2-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Blue Ridge Community College,"Flat Rock, NC",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
College of Southern Nevada,"Las Vegas, NV",4-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Tuskegee University,"Tuskegee Institute, AL",4-year,Private,Small,Rural 67% graduation rate $36K average per year after aid SAT score range not available,Rural 67% graduation rate $36K average per year after aid SAT score range not available,Rural 67% graduation rate $36K average per year after aid SAT score range not available,Unknown
Pets Playground Pet Grooming School,"Pompano Beach, FL",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Folsom Lake College,"Folsom, CA",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Huertas College,"Caguas, PR",4-year,Private,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Bluegrass Community and Technical College,"Lexington, KY",2-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Madisonville Community College,"Madisonville, KY",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Central Community College,"Grand Island, NE",2-year,Public,Medium,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Vincennes Beauty College,"Vincennes, IN",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Columbia Southern University,"Orange Beach, AL",4-year,Private,Large,Suburban 21% graduation rate $12K average per year after aid SAT score range not available,Suburban 21% graduation rate $12K average per year after aid SAT score range not available,Suburban 21% graduation rate $12K average per year after aid SAT score range not available,Unknown
Southern Union State Community College,"Wadley, AL",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Delaware Technical Community College: Terry Campus,"Dover, DE",4-year,Public,Medium,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
New Mexico State University at Alamogordo,"Alamogordo, NM",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Tacoma Community College,"Tacoma, WA",4-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Colorado State University - Global Campus,"Denver, CO",4-year,Public,Medium,Urban Graduation rate not available $15K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $15K average per year after aid SAT score range not available,Unknown
Hudson Valley Community College,"Troy, NY",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Western Piedmont Community College,"Morganton, NC",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Bay Mills Community College,"Brimley, MI",4-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Texas College,"Tyler, TX",4-year,Private,Small,Urban 15% graduation rate $11K average per year after aid SAT score range not available,Urban 15% graduation rate $11K average per year after aid SAT score range not available,Urban 15% graduation rate $11K average per year after aid SAT score range not available,Unknown
College of Western Idaho,"Nampa, ID",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Labette Community College,"Parsons, KS",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Innovations Design Academy,"Peoria, IL",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
National Personal Training Institute Tampa,"Tampa, FL",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Orange County Community College,"Middletown, NY",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Genesee Community College,"Batavia, NY",2-year,Public,Small,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Jackson State Community College,"Jackson, TN",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Asheville-Buncombe Technical Community College,"Asheville, NC",2-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Shawnee Beauty College,"Shawnee, OK",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Holyoke Community College,"Holyoke, MA",2-year,Public,Medium,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Coastal Alabama Community College,"BAY MINETTE, AL",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Western Oklahoma State College,"Altus, OK",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Iowa Central Community College,"Fort Dodge, IA",2-year,Public,Medium,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Taft College,"Taft, CA",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Cambridge College,"Boston, MA",4-year,Private,Small,Urban Graduation rate not available $21K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $21K average per year after aid SAT score range not available,Unknown
Blackhawk Technical College,"Janesville, WI",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Seattle Central College,"Seattle, WA",4-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Chemeketa Community College,"Salem, OR",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Galveston College,"Galveston, TX",4-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Southwest Texas Junior College,"Uvalde, TX",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
La James College of Hairstyling and Cosmetology,"Mason City, IA",Unknown,Unknown,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Frank Phillips College,"Borger, TX",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Angelina College,"Lufkin, TX",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Miles Community College,"Miles City, MT",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Howard College,"Big Spring, TX",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Mott Community College,"Flint, MI",2-year,Public,Medium,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Salem University,"Salem, WV",4-year,Private,Unknown,Rural 23% graduation rate $13K average per year after aid SAT score range not available,Rural 23% graduation rate $13K average per year after aid SAT score range not available,Rural 23% graduation rate $13K average per year after aid SAT score range not available,Unknown
Luna Community College,"Las Vegas, NM",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
West Kentucky Community and Technical College,"Paducah, KY",2-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Colby Community College,"Colby, KS",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Hairmasters Institute Of Cosmetology,"Bloomington, IL",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Community College of Allegheny County,"Pittsburgh, PA",2-year,Public,Large,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Cape Fear Community College,"Wilmington, NC",2-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Renton Technical College,"Renton, WA",4-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
North Arkansas College,"Harrison, AR",2-year,Public,Small,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Huntington School Of Beauty Culture,"Huntington, WV",Unknown,Unknown,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Clark State College,"Springfield, OH",4-year,Public,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Chabot College,"Hayward, CA",2-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Omega Institute of Cosmetology,"Houma, LA",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
New River Community College,"Dublin, VA",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Glen Oaks Community College,"Centreville, MI",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Pamlico Community College,"Grantsboro, NC",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
SUNY Corning Community College,"Corning, NY",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
De Anza College,"Cupertino, CA",2-year,Public,Large,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Gateway Technical College,"Kenosha, WI",2-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Columbia State Community College,"Columbia, TN",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Harford Community College,"Bel Air, MD",2-year,Public,Medium,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Tennessee College Of Applied Technology Harriman,"Harriman, TN",Unknown,Unknown,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Surry Community College,"Dobson, NC",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Lee College,"Baytown, TX",2-year,Public,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
West Michigan College Of Barbering And Beauty,"Kalamazoo, MI",Unknown,Unknown,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Wilson Community College,"Wilson, NC",2-year,Public,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Paul Mitchell The School Saint George,"St George, UT",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
Southeast Community College,"Lincoln, NE",2-year,Public,Medium,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $8K average per year after aid SAT score range not available,Unknown
