college_name,majors
University of Texas at Arlington,"Accounting|Aerospace, Aeronautical, and Astronautical/Space Engineering, General|Anthropology|Architectural Engineering|Architectural and Building Sciences/Technology|Architecture|Art History, Criticism and Conservation|Art/Art Studies, General|Athletic Training/Trainer|Banking and Financial Support Services|Biochemistry|Bioengineering and Biomedical Engineering|Biology/Biological Sciences, General|Business Administration and Management, General|Business Statistics|Business/Managerial Economics|Chemistry, General|City/Urban, Community, and Regional Planning|Civil Engineering, General|Clinical Laboratory Science/Medical Technology/Technologist|Communication, General|Computational Biology|Computer Engineering, General|Computer Science|Computer Software Engineering|Computer and Information Sciences, General|Construction Engineering|Criminal Justice/Safety Studies|Curriculum and Instruction|Data Science, General|Drama and Dramatics/Theater Arts, General|Econometrics and Quantitative Economics|Education, General|Educational Leadership and Administration, General|Educational Psychology|Electrical and Electronics Engineering|Engineering, General|Engineering/Industrial Management|English Language and Literature, General|Environmental Science|Exercise Physiology and Kinesiology|Exercise Science and Kinesiology|Experimental Psychology|Family Practice Nurse/Nursing|Financial Mathematics|Fine/Studio Arts, General|Foreign Languages and Literatures, General|French Language and Literature|General Studies|Geology/Earth Science, General|Health/Health Care Administration/Management|History, General|Human Resources Management/Personnel Administration, General|Industrial Engineering|Industrial and Organizational Psychology|Information Science/Studies|Interior Design|International Business/Trade/Commerce|International/Globalization Studies|Landscape Architecture|Language Interpretation and Translation|Linguistics|Logistics, Materials, and Supply Chain Management|Management Information Systems, General|Marketing Research|Marketing/Marketing Management, General|Materials Engineering|Mathematics and Computer Science|Mathematics, General|Mechanical Engineering|Microbiology, General|Multi-/Interdisciplinary Studies, Other|Music Management|Music Performance, General|Music, General|Nursing Administration|Nursing Education|Nursing Practice|Nursing Science|Organizational Communication, General|Philosophy|Physics, General|Political Science and Government, General|Psychology, General|Public Administration|Public Health, General|Real Estate|Registered Nursing/Registered Nurse|Social Work|Sociology|Spanish Language and Literature|Special Education and Teaching, General|Taxation|Teaching English as a Second or Foreign Language/ESL Language Instructor"
Virginia Commonwealth University,"Accounting|Adult Development and Aging|Adult and Continuing Education and Teaching|African-American/Black Studies|Anatomy|Animation, Interactive Technology, Video Graphics, and Special Effects|Anthropology|Area Studies, Other|Art History, Criticism and Conservation|Art Teacher Education|Athletic Training/Trainer|Biochemistry|Bioengineering and Biomedical Engineering|Bioinformatics|Biological and Physical Sciences|Biology/Biological Sciences, General|Biomedical Sciences, General|Biostatistics|Business Administration and Management, General|Business/Commerce, General|Business/Managerial Economics|Chemical Engineering|Chemical and Biomolecular Engineering|Chemistry, General|Chemistry, Other|Cinematography and Film/Video Production|Clinical Laboratory Science/Medical Technology/Technologist|Clinical Pastoral Counseling/Patient Counseling|Clinical Psychology|Clinical Research Coordinator|College Student Counseling and Personnel Services|Community Health Services/Liaison/Counseling|Computer Engineering, General|Computer and Information Sciences, General|Computer and Information Systems Security/Auditing/Information Assurance|Counseling Psychology|Counselor Education/School Counseling and Guidance Services|Crafts/Craft Design, Folk Art and Artisanry|Creative Writing|Criminal Justice/Law Enforcement Administration|Curriculum and Instruction|Dance, General|Data Analytics, General|Data Modeling/Warehousing and Database Administration|Data Science, General|Dental Clinical Sciences, General|Dental Hygiene/Hygienist|Dentistry|Design and Applied Arts, Other|Design and Visual Communications, General|Disability Studies|Drama and Dramatics/Theater Arts, General|Early Childhood Education and Teaching|Econometrics and Quantitative Economics|Education, General|Education/Teaching of Individuals with Autism|Education/Teaching of Individuals with Multiple Disabilities|Educational Leadership and Administration, General|Educational/Instructional Technology|Electrical and Electronics Engineering|Elementary Education and Teaching|Engineering, General|Engineering, Other|English Language and Literature, General|Environmental Studies|Epidemiology|Exercise Physiology and Kinesiology|Family Practice Nurse/Nursing|Fashion/Apparel Design|Finance and Financial Management Services, Other|Finance, General|Fine Arts and Art Studies, Other|Foreign Languages and Literatures, General|Forensic Science and Technology|Genetic Counseling/Counselor|Geographic Information Science and Cartography|Gerontology|Graphic Design|Health Professions and Related Clinical Sciences, Other|Health Teacher Education|Health/Health Care Administration/Management|Health/Medical Psychology|Healthcare Innovation|Historic Preservation and Conservation, General|History, General|Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other|Human Resources Management/Personnel Administration, General|Human/Medical Genetics|Illustration|Information Science/Studies|Interior Design|International Business/Trade/Commerce|Language Interpretation and Translation|Logistics, Materials, and Supply Chain Management|Management Science|Marketing/Marketing Management, General|Mass Communication/Media Studies|Mathematics and Statistics, Other|Mathematics, General|Mechanical Engineering|Medical Microbiology and Bacteriology|Medicine|Multi-/Interdisciplinary Studies, General|Multi-/Interdisciplinary Studies, Other|Music Performance, General|Nanotechnology|Natural Sciences|Neuroscience|Non-Profit/Public/Organizational Management|Nurse Anesthetist|Nursing Practice|Nursing Science|Occupational Therapy/Therapist|Oral Biology and Oral and Maxillofacial Pathology|Outdoor Education|Painting|Parks, Recreation, and Leisure Studies|Pathology/Experimental Pathology|Pharmaceutical Sciences|Pharmacology|Pharmacy|Pharmacy, Pharmaceutical Sciences, and Administration, Other|Philosophy|Photography|Physical Education Teaching and Coaching|Physical Therapy/Therapist|Physics, General|Physics, Other|Physiology, General|Political Science and Government, General|Psychiatric/Mental Health Nurse/Nursing|Psychology, General|Public Administration|Public Health Education and Promotion|Public Health, General|Public Health, Other|Public/Applied History|Radiologic Technology/Science - Radiographer|Reading Teacher Education|Real Estate|Registered Nursing/Registered Nurse|Religion/Religious Studies|Sculpture|Secondary Education and Teaching|Social Sciences, Other|Social Work|Sociology|Special Education and Teaching, General|Sport and Fitness Administration/Management|Statistics, General|Substance Abuse/Addiction Counseling|Sustainability Studies|Taxation|Teacher Education and Professional Development, Specific Levels and Methods, Other|Teaching English as a Second or Foreign Language/ESL Language Instructor|Transportation and Materials Moving, Other|Urban Studies/Affairs|Vocational Rehabilitation Counseling/Counselor|Women's Studies"
Yeshiva Sholom Shachna,Talmudic Studies
Graceland University,"Accounting|Agricultural Business and Management, General|Art/Art Studies, General|Biology/Biological Sciences, General|Business Administration and Management, General|Chemistry, General|Computer and Information Sciences, General|Criminal Justice/Safety Studies|Design and Visual Communications, General|Economics, General|Elementary Education and Teaching|English Language and Literature, General|Family Practice Nurse/Nursing|Foods, Nutrition, and Wellness Studies, General|Geriatric Nurse/Nursing|Health Services/Allied Health/Health Sciences, General|History, General|International/Globalization Studies|Liberal Arts and Sciences, General Studies and Humanities, Other|Marketing/Marketing Management, General|Mathematics and Statistics|Mathematics, General|Music Performance, General|Nursing Education|Nursing Practice|Organizational Leadership|Physical Education Teaching and Coaching|Psychiatric/Mental Health Nurse/Nursing|Psychology, General|Registered Nursing/Registered Nurse|Religion/Religious Studies|Sociology|Spanish Language and Literature|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Sports, Kinesiology, and Physical Education/Fitness, General|Sustainability Studies|Theatre/Theatre Arts Management"
Carson-Newman University,"Accounting|Accounting and Finance|Administration of Special Education|Advertising|Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics|Apparel and Textile Marketing Management|Art Teacher Education|Art/Art Studies, General|Bible/Biblical Studies|Biochemistry|Biological and Biomedical Sciences, Other|Biology Teacher Education|Biology/Biological Sciences, General|Business Administration and Management, General|Business Administration, Management and Operations, Other|Business and Innovation/Entrepreneurship Teacher Education|Business/Managerial Economics|Chemistry Teacher Education|Chemistry, General|Chemistry, Other|Child Development|Community Organization and Advocacy|Computer Science|Consumer Economics|Consumer Merchandising/Retailing Management|Consumer Services and Advocacy|Counseling Psychology|Counselor Education/School Counseling and Guidance Services|Creative Writing|Curriculum and Instruction|Dietetics/Dietitian|Divinity/Ministry|Drama and Dance Teacher Education|Drama and Dramatics/Theater Arts, General|Early Childhood Education and Teaching|Early Childhood and Family Studies|Economics, Other|Education, General|Educational Leadership and Administration, General|Educational, Instructional, and Curriculum Supervision|Elementary Education and Teaching|Elementary and Middle School Administration/Principalship|Engineering Physics/Applied Physics|Engineering, Other|English Language and Literature, General|English/Language Arts Teacher Education|Environmental Biology|Exercise Science and Kinesiology|Family Practice Nurse/Nursing|Family and Consumer Sciences/Home Economics Teacher Education|Family and Consumer Sciences/Human Sciences, General|Fashion Merchandising|Film/Cinema/Media Studies|Finance, General|Foods, Nutrition, and Wellness Studies, General|Foreign Languages and Literatures, General|French Language Teacher Education|General Studies|Graphic Design|Health/Medical Preparatory Programs, Other|History Teacher Education|History, General|Hospital and Health Care Facilities Administration/Management|Housing and Human Environments, General|Human Services, General|Interior Design|International Business/Trade/Commerce|International Economics|Journalism|Junior High/Intermediate/Middle School Education and Teaching|Keyboard Instruments|Liberal Arts and Sciences, General Studies and Humanities, Other|Liberal Arts and Sciences/Liberal Studies|Linguistics|Management Information Systems, General|Marketing/Marketing Management, General|Mass Communication/Media Studies|Mathematics Teacher Education|Mathematics, General|Mental Health Counseling/Counselor|Multi-/Interdisciplinary Studies, Other|Music Performance, General|Music Teacher Education|Music Theory and Composition|Music, General|Nursing Administration|Nursing Education|Nursing Practice|Organizational Leadership|Painting|Parks, Recreation, and Leisure Studies|Philosophy|Philosophy and Religious Studies, Other|Photography|Physical Education Teaching and Coaching|Physics, General|Physics, Other|Political Science and Government, General|Psychology Teacher Education|Psychology, General|Psychology, Other|Public Relations/Image Management|Reading Teacher Education|Registered Nursing/Registered Nurse|Religion/Religious Studies|Secondary Education and Teaching|Small Business Administration/Management|Social Sciences, Other|Sociology|Spanish Language Teacher Education|Spanish Language and Literature|Special Education and Teaching, General|Special Education and Teaching, Other|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Sports, Kinesiology, and Physical Education/Fitness, General|Teacher Education and Professional Development, Specific Levels and Methods, Other|Teacher Education, Multiple Levels|Teaching English as a Second or Foreign Language/ESL Language Instructor|Theology/Theological Studies|Voice and Opera"
University of Nebraska Kearney,"Aeronautics/Aviation/Aerospace Science and Technology, General|Agricultural Business and Management, General|Allied Health Diagnostic, Intervention, and Treatment Professions, Other|Art/Art Studies, General|Biology/Biological Sciences, General|Business Administration and Management, General|Business and Innovation/Entrepreneurship Teacher Education|Chemistry, General|Communication Sciences and Disorders, General|Computer and Information Sciences, General|Counselor Education/School Counseling and Guidance Services|Criminal Justice/Safety Studies|Curriculum and Instruction|Drama and Dramatics/Theater Arts, General|Educational Leadership and Administration, General|Elementary Education and Teaching|English Language and Literature, General|Exercise Science and Kinesiology|Family and Consumer Economics and Related Services, Other|Foreign Language Teacher Education|Foreign Languages and Literatures, General|General Studies|Geography|History, General|Interior Design|International Relations and Affairs|Journalism, Other|Long Term Care Administration/Management|Mathematics, General|Music, General|Operations Management and Supervision|Parks, Recreation, and Leisure Studies|Philosophy|Physical Education Teaching and Coaching|Physics, General|Political Science and Government, General|Research and Experimental Psychology, Other|Rhetoric and Composition|Science Teacher Education/General Science Teacher Education|Social Work|Sociology|Spanish Language and Literature|Special Education and Teaching, General|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Teacher Education and Professional Development, Specific Subject Areas, Other"
Oregon State University,"Accounting|Adult and Continuing Education and Teaching|Agricultural Business and Management, General|Agricultural Engineering|Agricultural Teacher Education|Agriculture, General|Agroecology and Sustainable Agriculture|Agronomy and Crop Science|American/United States Studies/Civilization|Animal Sciences, General|Anthropology|Apparel and Textiles, General|Applied Economics|Applied Horticulture/Horticultural Business Services, Other|Architectural Engineering|Art/Art Studies, General|Artificial Intelligence|Athletic Training/Trainer|Atmospheric Sciences and Meteorology, Other|Bilingual and Multilingual Education|Biochemistry and Molecular Biology|Bioengineering and Biomedical Engineering|Bioethics/Medical Ethics|Biology Teacher Education|Biology/Biological Sciences, General|Biomathematics, Bioinformatics, and Computational Biology, Other|Biotechnology|Botany/Plant Biology|Botany/Plant Biology, Other|Business Administration and Management, General|Business Statistics|Business, Management, Marketing, and Related Support Services, Other|Cell/Cellular and Molecular Biology|Chemical Engineering|Chemistry Teacher Education|Chemistry, General|Civil Engineering, General|Comparative and Laboratory Animal Medicine|Computer Science|Computer and Information Systems Security/Auditing/Information Assurance|Construction Engineering|Consumer Merchandising/Retailing Management|Counselor Education/School Counseling and Guidance Services|Creative Writing|Curriculum and Instruction|Design and Applied Arts, Other|Digital Communication and Media/Multimedia|Drama and Dramatics/Theater Arts, General|Economics, General|Education, General|Educational Administration and Supervision, Other|Electrical and Electronics Engineering|Elementary Education and Teaching|Energy and Environmental Policy|Engineering, Other|Engineering/Industrial Management|English Language and Literature, General|English/Language Arts Teacher Education|Environmental Science|Environmental/Environmental Health Engineering|Environmental/Natural Resource Economics|Environmental/Natural Resources Management and Policy, General|Ethics|Ethnic Studies|Exercise Science and Kinesiology|Family and Consumer Sciences/Home Economics Teacher Education|Finance, General|Fishing and Fisheries Sciences and Management|Food Science|Food Science and Technology, Other|Forest Engineering|Forest Management/Forest Resources Management|Forestry, Other|French Language and Literature|Geographic Information Science and Cartography|Geography, Other|Geological and Earth Sciences/Geosciences, Other|Geology/Earth Science, General|German Language and Literature|Gerontology|Graphic Design|Health Teacher Education|Health/Medical Physics|Health/Medical Preparatory Programs, Other|History, General|Horticultural Science|Hospitality Administration/Management, General|Human Development and Family Studies, General|Hydrology and Water Resources Science|Industrial Engineering|Interior Design|Liberal Arts and Sciences, General Studies and Humanities, Other|Liberal Arts and Sciences/Liberal Studies|Linguistic, Comparative, and Related Language Studies and Services, Other|Logistics, Materials, and Supply Chain Management|Management Information Systems, General|Management Science|Manufacturing Engineering|Marine Sciences|Maritime Studies|Marketing/Marketing Management, General|Materials Science|Mathematics Teacher Education|Mathematics, General|Mechanical Engineering|Mechatronics, Robotics, and Automation Engineering|Microbiology, General|Multi-/Interdisciplinary Studies, Other|Music Performance, General|Music Teacher Education|Music, General|Natural Resources and Conservation, Other|Nuclear Engineering|Nutrition Sciences|Operations Management and Supervision|Organizational Leadership|Parks, Recreation and Leisure Facilities Management|Parks, Recreation, and Leisure Studies|Peace Studies and Conflict Resolution|Pharmaceutical Sciences|Pharmacy|Philosophy|Physical Education Teaching and Coaching|Physics Teacher Education|Physics, General|Plant Sciences, General|Political Science and Government, General|Psychology, General|Public Health, General|Public Policy Analysis|Range Science and Management|Religion/Religious Studies|Research and Development Management|Research and Experimental Psychology, Other|Science Teacher Education/General Science Teacher Education|Social Sciences, General|Social Studies Teacher Education|Sociology|Soil Science and Agronomy, General|Spanish Language and Literature|Speech Communication and Rhetoric|Statistics, General|Statistics, Other|Sustainability Studies|Teacher Education and Professional Development, Specific Levels and Methods, Other|Teaching English as a Second or Foreign Language/ESL Language Instructor|Technical and Scientific Communication|Toxicology|Urban Forestry|Veterinary Medicine|Visual and Performing Arts, General|Water Resources Engineering|Water, Wetlands, and Marine Resources Management|Wildlife, Fish and Wildlands Science and Management|Women's Studies|Wood Science and Wood Products/Pulp and Paper Technology/Technician|Zoology/Animal Biology"
Salem State University,"Accounting|Accounting and Finance|Acting|Advertising|American Government and Politics (United States)|American History (United States)|Applied Behavior Analysis|Art History, Criticism and Conservation|Art Teacher Education|Art/Art Studies, General|Athletic Training/Trainer|Biochemistry|Biology/Biological Sciences, General|Biomedical Sciences, General|Biotechnology|Business Administration and Management, General|Cell/Cellular and Molecular Biology|Chemistry, General|Clinical Laboratory Science/Medical Technology/Technologist|Clinical Research Coordinator|Commercial and Advertising Art|Computer and Information Sciences, General|Counseling Psychology|Counselor Education/School Counseling and Guidance Services|Creative Writing|Criminal Justice/Law Enforcement Administration|Dance, General|Design and Applied Arts, Other|Drama and Dance Teacher Education|Drama and Dramatics/Theater Arts, General|Drawing|Early Childhood Education and Teaching|Economics, General|Education, General|Educational Leadership and Administration, General|Educational/Instructional Technology|Elementary Education and Teaching|English Language and Literature, General|English/Language Arts Teacher Education|Entrepreneurship/Entrepreneurial Studies|Environmental Biology|European History|Exercise Science and Kinesiology|Finance, General|Financial Planning and Services|Fire Services Administration|Foreign Languages and Literatures, General|French Language and Literature|General Studies|Geographic Information Science and Cartography|Geography|Geology/Earth Science, General|Health/Health Care Administration/Management|Higher Education/Higher Education Administration|History Teacher Education|History, General|History, Other|Holocaust and Related Studies|Hospitality Administration/Management, General|Human Resources Management/Personnel Administration, General|Humanities/Humanistic Studies|Industrial and Organizational Psychology|Information Technology|International Business/Trade/Commerce|Italian Language and Literature|Journalism|Language Interpretation and Translation|Liberal Arts and Sciences, General Studies and Humanities, Other|Management Information Systems, General|Management Science|Marine Biology and Biological Oceanography|Marketing/Marketing Management, General|Mathematics Teacher Education|Mathematics, General|Multi-/Interdisciplinary Studies, Other|Music, General|Nuclear Medical Technology/Technologist|Nursing Administration|Nursing Education|Nursing Science|Occupational Therapy/Therapist|Painting|Parks, Recreation, and Leisure Studies|Peace Studies and Conflict Resolution|Philosophy|Photography|Physical Education Teaching and Coaching|Political Science and Government, General|Printmaking|Professional, Technical, Business, and Scientific Writing|Psychology, General|Public Policy Analysis|Public Relations/Image Management|Public/Applied History|Reading Teacher Education|Registered Nursing/Registered Nurse|Rehabilitation and Therapeutic Professions, Other|Rhetoric and Composition|School Librarian/School Library Media Specialist|Sculpture|Secondary Education and Teaching|Social Work|Sociology|Spanish Language Teacher Education|Spanish Language and Literature|Special Education and Teaching, General|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Sports, Kinesiology, and Physical Education/Fitness, General|Teaching English as a Second or Foreign Language/ESL Language Instructor|Technical Theater/Theater Design and Technology|Tourism and Travel Services Management"
Indiana University of Pennsylvania,"Accounting|Accounting and Finance|African Studies|Anthropology|Applied Behavior Analysis|Applied Mathematics|Applied/Public Sociology|Archeology|Art/Art Studies, General|Asian Studies/Civilization|Athletic Training/Trainer|Audiology/Audiologist and Speech-Language Pathology/Pathologist|Baking and Pastry Arts/Baker/Pastry Chef|Biochemistry|Biological and Physical Sciences|Biology/Biological Sciences, General|Business Administration and Management, General|Business/Commerce, General|Cell/Cellular and Molecular Biology|Chemistry, General|Child Development|Chinese Language and Literature|Chinese Studies|City/Urban, Community, and Regional Planning|Clinical Laboratory Science/Medical Technology/Technologist|Clinical Psychology|College Student Counseling and Personnel Services|Commercial Photography|Communication and Media Studies, Other|Community Health Services/Liaison/Counseling|Computer and Information Sciences, General|Counselor Education/School Counseling and Guidance Services|Criminal Justice/Law Enforcement Administration|Criminology|Culinary Arts and Related Services, Other|Culinary Arts/Chef Training|Curriculum and Instruction|Dance Therapy/Therapist|Dance, General|Dietetics and Clinical Nutrition Services, Other|Digital Marketing|Drama and Dance Teacher Education|Drama and Dramatics/Theater Arts, General|Early Childhood Education and Teaching|Economics, General|Education, Other|Education/Teaching of Individuals in Early Childhood Special Education Programs|Education/Teaching of Individuals with Autism|Education/Teaching of the Gifted and Talented|Educational Leadership and Administration, General|Educational Psychology|Educational/Instructional Technology|Elementary Education and Teaching|Emergency Medical Technology/Technician (EMT Paramedic)|English Language and Literature, General|English/Language Arts Teacher Education|Environmental/Environmental Health Engineering|Family and Consumer Sciences/Human Sciences, General|Fashion/Apparel Design|Finance, General|Fine/Studio Arts, General|Foods, Nutrition, and Wellness Studies, General|French Language and Literature|Geographic Information Science and Cartography|Geography|Geography, Other|Geology/Earth Science, General|Geospatial Intelligence|German Language and Literature|Gerontology|Health Services Administration|History, General|History, Other|Hospitality Administration/Management, General|Human Nutrition|Human Resources Management/Personnel Administration, General|Hydrology and Water Resources Science|Information Technology|Intercultural/Multicultural and Diversity Studies|Interior Design|Intermedia/Multimedia|International Business/Trade/Commerce|International Relations and Affairs|International/Globalization Studies|Japanese Language and Literature|Japanese Studies|Journalism|Junior High/Intermediate/Middle School Education and Teaching|Kindergarten/Preschool Education and Teaching|Liberal Arts and Sciences, General Studies and Humanities, Other|Liberal Arts and Sciences/Liberal Studies|Management Information Systems, General|Management Science|Marketing/Marketing Management, General|Mathematics, General|Medical Informatics|Medical/Clinical Assistant|Mental Health Counseling/Counselor|Military Technologies and Applied Sciences, Other|Museology/Museum Studies|Music Performance, General|Music, General|Music, Other|Nanotechnology|Near and Middle Eastern Studies|Nursing Science|Occupational Safety and Health Technology/Technician|Optics/Optical Sciences|Organizational Communication, General|Petroleum Engineering|Philosophy|Physics, General|Political Science and Government, General|Practical Nursing, Vocational Nursing and Nursing Assistants, Other|Protective Services Operations|Psychology, General|Public Administration|Public Administration and Social Service Professions, Other|Public Health, General|Public/Applied History|Radio and Television|Reading Teacher Education|Registered Nursing/Registered Nurse|Rehabilitation and Therapeutic Professions, Other|Religion/Religious Studies|Respiratory Care Therapy/Therapist|School Psychology|Science Teacher Education/General Science Teacher Education|Social Sciences, Other|Sociology|Spanish Language and Literature|Special Education and Teaching, General|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Sports, Kinesiology, and Physical Education/Fitness, General|Superintendency and Educational System Administration|Teacher Education and Professional Development, Specific Levels and Methods, Other|Teaching English as a Second or Foreign Language/ESL Language Instructor|Technical and Scientific Communication|Trade and Industrial Teacher Education|Urban Education and Leadership|Visual and Performing Arts, General"
Truman State University,"Accounting|Agriculture, General|Applied Behavior Analysis|Art Teacher Education|Art/Art Studies, General|Athletic Training/Trainer|Biochemistry and Molecular Biology|Biology/Biological Sciences, General|Business Administration and Management, General|Business Analytics|Chemistry, General|Classics and Classical Languages, Literatures, and Linguistics, General|Communication Sciences and Disorders, General|Computer Science|Counselor Education/School Counseling and Guidance Services|Creative Writing|Criminal Justice/Safety Studies|Data Science, General|Design and Applied Arts, Other|Drama and Dramatics/Theater Arts, General|Economics, General|Education/Teaching of the Gifted and Talented|Elementary Education and Teaching|English Language and Literature, General|English/Language Arts Teacher Education|Exercise Science and Kinesiology|Fine/Studio Arts, General|Foreign Language Teacher Education|Foreign Languages and Literatures, General|History, General|Liberal Arts and Sciences/Liberal Studies|Linguistics|Mathematics Teacher Education|Mathematics, General|Multi-/Interdisciplinary Studies, Other|Music Performance, General|Music Teacher Education|Music, General|Organizational Leadership|Philosophy and Religious Studies, Other|Physical Education Teaching and Coaching|Physics, General|Political Science and Government, General|Psychology, General|Public Health Education and Promotion|Registered Nursing/Registered Nurse|Science Teacher Education/General Science Teacher Education|Social Science Teacher Education|Sociology|Spanish Language and Literature|Special Education and Teaching, General|Speech Communication and Rhetoric|Statistics, General|Teacher Education and Professional Development, Specific Subject Areas, Other"
Southern Oregon University,"Accounting|Acting|Agroecology and Sustainable Agriculture|American Indian/Native American Studies|Anthropology|Anthropology, Other|Art/Art Studies, General|Biological and Physical Sciences|Biology/Biological Sciences, General|Botany/Plant Biology|Business Administration and Management, General|Business, Management, Marketing, and Related Support Services, Other|Business/Commerce, General|Chemistry, General|Cinematography and Film/Video Production|Computational and Applied Mathematics|Computer and Information Sciences, General|Computer and Information Sciences, Other|Creative Writing|Criminal Justice/Safety Studies|Cultural Resource Management and Policy Analysis|Digital Arts|Digital Communication and Media/Multimedia|Drama and Dramatics/Theater Arts, General|E-Commerce/Electronic Commerce|Early Childhood Education and Teaching|Economics, General|Education, General|Educational Leadership and Administration, General|Elementary Education and Teaching|English Language and Literature, General|Environmental Science|Environmental Studies|Finance, General|Financial Mathematics|Foreign Languages, Literatures, and Linguistics, Other|French Language and Literature|Geography|Health/Health Care Administration/Management|History, General|Hospitality Administration/Management, General|Human Resources Management/Personnel Administration, General|Human Services, General|International Business/Trade/Commerce|International/Globalization Studies|Junior High/Intermediate/Middle School Education and Teaching|Kindergarten/Preschool Education and Teaching|Management Information Systems, General|Mathematics and Computer Science|Mathematics, General|Mental Health Counseling/Counselor|Multi-/Interdisciplinary Studies, General|Multi-/Interdisciplinary Studies, Other|Music Performance, General|Music, General|Non-Profit/Public/Organizational Management|Parks, Recreation, and Leisure Studies|Physics, General|Political Science and Government, General|Pre-Medicine/Pre-Medical Studies|Psychology, General|Registered Nursing/Registered Nurse|Secondary Education and Teaching|Social Sciences, General|Sociology|Sociology and Anthropology|Spanish Language and Literature|Speech Communication and Rhetoric|Sports, Kinesiology, and Physical Education/Fitness, General|Sustainability Studies|Teacher Education and Professional Development, Specific Levels and Methods, Other|Teacher Education, Multiple Levels|Teaching English as a Second or Foreign Language/ESL Language Instructor|Viticulture and Enology|Women's Studies"
Cleveland Institute of Art,"Animation, Interactive Technology, Video Graphics, and Special Effects|Ceramic Arts and Ceramics|Drawing|Fine Arts and Art Studies, Other|Game and Interactive Media Design|Graphic Design|Illustration|Industrial and Product Design|Interior Design|Jewelry Arts|Medical Illustration/Medical Illustrator|Painting|Photography|Printmaking|Sculpture"
Carlow University,"Accounting|Art Teacher Education|Art Therapy/Therapist|Auditing|Biology/Biological Sciences, General|Business Administration and Management, General|Business/Commerce, General|Chemistry, General|College Student Counseling and Personnel Services|Communication, General|Community Health and Preventive Medicine|Computer and Information Sciences, General|Corrections and Criminal Justice, Other|Counseling Psychology|Creative Writing|Criminology|Curriculum and Instruction|Data Analytics, General|Digital Communication and Media/Multimedia|Early Childhood Education and Teaching|Education/Teaching of Individuals in Early Childhood Special Education Programs|Education/Teaching of Individuals with Autism|Educational Leadership and Administration, General|Educational Psychology|Educational, Instructional, and Curriculum Supervision|Educational/Instructional Technology|English Language and Literature, General|Family Practice Nurse/Nursing|Financial Forensics and Fraud Investigation|Fine/Studio Arts, General|Forensic Psychology|General Studies|Health Information/Medical Records Administration/Administrator|Health/Health Care Administration/Management|Higher Education/Higher Education Administration|History, General|Human Resources Management/Personnel Administration, General|Law Enforcement Intelligence Analysis|Liberal Arts and Sciences/Liberal Studies|Licensed Practical/Vocational Nurse Training|Mathematics, General|Mental Health Counseling/Counselor|Neurobiology and Neurosciences, Other|Neuroscience|Nursing Administration|Nursing Education|Nursing Practice|Occupational Therapy/Therapist|Organizational Communication, General|Perfusion Technology/Perfusionist|Physical Therapy/Therapist|Physician Assistant|Political Science and Government, General|Project Management|Psychology, General|Psychology, Other|Public Health, General|Public Health, Other|Reading Teacher Education|Registered Nursing/Registered Nurse|Respiratory Care Therapy/Therapist|Secondary Education and Teaching|Social Work|Social Work, Other|Special Education and Teaching, General|Special Education and Teaching, Other|Speech Communication and Rhetoric|Speech-Language Pathology/Pathologist|Sport and Fitness Administration/Management|Substance Abuse/Addiction Counseling|Teacher Education and Professional Development, Specific Subject Areas, Other|Women's Health Nurse/Nursing"
